t u f_threshhold r_threshhold refrac_timer/refrac_t
4.64 8.99915 15 40 1
4.645 8.99916 15 40 1
4.65 8.99917 15 40 1
4.655 8.99918 15 40 1
4.66 8.99919 15 40 1
4.665 8.9992 15 40 1
4.67 8.9992 15 40 1
4.675 8.99921 15 40 1
4.68 8.99922 15 40 1
4.685 8.99923 15 40 1
4.69 8.99924 15 40 1
4.695 8.99924 15 40 1
4.7 8.99925 15 40 1
4.705 8.99926 15 40 1
4.71 8.99927 15 40 1
4.715 8.99927 15 40 1
4.72 8.99928 15 40 1
4.725 8.99929 15 40 1
4.73 8.99929 15 40 1
4.735 8.9993 15 40 1
4.74 8.99931 15 40 1
4.745 8.99932 15 40 1
4.75 8.99932 15 40 1
4.755 8.99933 15 40 1
4.76 8.99934 15 40 1
4.765 8.99934 15 40 1
4.77 8.99935 15 40 1
4.775 8.99936 15 40 1
4.78 8.99936 15 40 1
4.785 8.99937 15 40 1
4.79 8.99937 15 40 1
4.795 8.99938 15 40 1
4.8 8.99939 15 40 1
4.805 8.99939 15 40 1
4.81 8.9994 15 40 1
4.815 8.99941 15 40 1
4.82 8.99941 15 40 1
4.825 8.99942 15 40 1
4.83 8.99942 15 40 1
4.835 8.99943 15 40 1
4.84 8.99943 15 40 1
4.845 8.99944 15 40 1
4.85 8.99945 15 40 1
4.855 8.99945 15 40 1
4.86 8.99946 15 40 1
4.865 8.99946 15 40 1
4.87 8.99947 15 40 1
4.875 8.99947 15 40 1
4.88 8.99948 15 40 1
4.885 8.99948 15 40 1
4.89 8.99949 15 40 1
4.895 8.99949 15 40 1
4.9 8.9995 15 40 1
4.905 8.9995 15 40 1
4.91 8.99951 15 40 1
4.915 8.99951 15 40 1
4.92 8.99952 15 40 1
4.925 8.99952 15 40 1
4.93 8.99953 15 40 1
4.935 8.99953 15 40 1
4.94 8.99954 15 40 1
4.945 8.99954 15 40 1
4.95 8.99955 15 40 1
4.955 8.99955 15 40 1
4.96 8.99956 15 40 1
4.965 8.99956 15 40 1
4.97 8.99956 15 40 1
4.975 8.99957 15 40 1
4.98 8.99957 15 40 1
4.985 8.99958 15 40 1
4.99 8.99958 15 40 1
4.995 8.99959 15 40 1
5 8.99959 15 40 1
5.005 8.99959 15 40 1
5.01 8.9996 15 40 1
5.015 8.9996 15 40 1
5.02 8.99961 15 40 1
5.025 8.99961 15 40 1
5.03 8.99961 15 40 1
5.035 8.99962 15 40 1
5.04 8.99962 15 40 1
5.045 8.99963 15 40 1
5.05 8.99963 15 40 1
5.055 8.99963 15 40 1
5.06 8.99964 15 40 1
5.065 8.99964 15 40 1
5.07 8.99964 15 40 1
5.075 8.99965 15 40 1
5.08 8.99965 15 40 1
5.085 8.99965 15 40 1
5.09 8.99966 15 40 1
5.095 8.99966 15 40 1
5.1 8.99966 15 40 1
5.105 8.99967 15 40 1
5.11 8.99967 15 40 1
5.115 8.99967 15 40 1
5.12 8.99968 15 40 1
5.125 8.99968 15 40 1
5.13 8.99968 15 40 1
5.135 8.99969 15 40 1
5.14 8.99969 15 40 1
5.145 8.99969 15 40 1
5.15 8.9997 15 40 1
5.155 8.9997 15 40 1
5.16 8.9997 15 40 1
5.165 8.99971 15 40 1
5.17 8.99971 15 40 1
5.175 8.99971 15 40 1
5.18 8.99971 15 40 1
5.185 8.99972 15 40 1
5.19 8.99972 15 40 1
5.195 8.99972 15 40 1
5.2 8.99973 15 40 1
5.205 8.99973 15 40 1
5.21 8.99973 15 40 1
5.215 8.99973 15 40 1
5.22 8.99974 15 40 1
5.225 8.99974 15 40 1
5.23 8.99974 15 40 1
5.235 8.99974 15 40 1
5.24 8.99975 15 40 1
5.245 8.99975 15 40 1
5.25 8.99975 15 40 1
5.255 8.99975 15 40 1
5.26 8.99976 15 40 1
5.265 8.99976 15 40 1
5.27 8.99976 15 40 1
5.275 8.99976 15 40 1
5.28 8.99977 15 40 1
5.285 8.99977 15 40 1
5.29 8.99977 15 40 1
5.295 8.99977 15 40 1
5.3 8.99978 15 40 1
5.305 8.99978 15 40 1
5.31 8.99978 15 40 1
5.315 8.99978 15 40 1
5.32 8.99978 15 40 1
5.325 8.99979 15 40 1
5.33 8.99979 15 40 1
5.335 8.99979 15 40 1
5.34 8.99979 15 40 1
5.345 8.9998 15 40 1
5.35 8.9998 15 40 1
5.355 8.9998 15 40 1
5.36 8.9998 15 40 1
5.365 8.9998 15 40 1
5.37 8.99981 15 40 1
5.375 8.99981 15 40 1
5.38 8.99981 15 40 1
5.385 8.99981 15 40 1
5.39 8.99981 15 40 1
5.395 8.99981 15 40 1
5.4 8.99982 15 40 1
5.405 8.99982 15 40 1
5.41 8.99982 15 40 1
5.415 8.99982 15 40 1
5.42 8.99982 15 40 1
5.425 8.99983 15 40 1
5.43 8.99983 15 40 1
5.435 8.99983 15 40 1
5.44 8.99983 15 40 1
5.445 8.99983 15 40 1
5.45 8.99983 15 40 1
5.455 8.99984 15 40 1
5.46 8.99984 15 40 1
5.465 8.99984 15 40 1
5.47 8.99984 15 40 1
5.475 8.99984 15 40 1
5.48 8.99984 15 40 1
5.485 8.99985 15 40 1
5.49 8.99985 15 40 1
5.495 8.99985 15 40 1
5.5 8.99985 15 40 1
5.505 8.99985 15 40 1
5.51 8.99985 15 40 1
5.515 8.99985 15 40 1
5.52 8.99986 15 40 1
5.525 8.99986 15 40 1
5.53 8.99986 15 40 1
5.535 8.99986 15 40 1
5.54 8.99986 15 40 1
5.545 8.99986 15 40 1
5.55 8.99986 15 40 1
5.555 8.99987 15 40 1
5.56 8.99987 15 40 1
5.565 8.99987 15 40 1
5.57 8.99987 15 40 1
5.575 8.99987 15 40 1
5.58 8.99987 15 40 1
5.585 8.99987 15 40 1
5.59 8.99987 15 40 1
5.595 8.99988 15 40 1
5.6 8.99988 15 40 1
5.605 8.99988 15 40 1
5.61 8.99988 15 40 1
5.615 8.99988 15 40 1
5.62 8.99988 15 40 1
5.625 8.99988 15 40 1
5.63 8.99988 15 40 1
5.635 8.99989 15 40 1
5.64 8.99989 15 40 1
5.645 8.99989 15 40 1
5.65 8.99989 15 40 1
5.655 8.99989 15 40 1
5.66 8.99989 15 40 1
5.665 8.99989 15 40 1
5.67 8.99989 15 40 1
5.675 8.99989 15 40 1
5.68 8.9999 15 40 1
5.685 8.9999 15 40 1
5.69 8.9999 15 40 1
5.695 8.9999 15 40 1
5.7 8.9999 15 40 1
5.705 8.9999 15 40 1
5.71 8.9999 15 40 1
5.715 8.9999 15 40 1
5.72 8.9999 15 40 1
5.725 8.9999 15 40 1
5.73 8.99991 15 40 1
5.735 8.99991 15 40 1
5.74 8.99991 15 40 1
5.745 8.99991 15 40 1
5.75 8.99991 15 40 1
5.755 8.99991 15 40 1
5.76 8.99991 15 40 1
5.765 8.99991 15 40 1
5.77 8.99991 15 40 1
5.775 8.99991 15 40 1
5.78 8.99991 15 40 1
5.785 8.99992 15 40 1
5.79 8.99992 15 40 1
5.795 8.99992 15 40 1
5.8 8.99992 15 40 1
5.805 8.99992 15 40 1
5.81 8.99992 15 40 1
5.815 8.99992 15 40 1
5.82 8.99992 15 40 1
5.825 8.99992 15 40 1
5.83 8.99992 15 40 1
5.835 8.99992 15 40 1
5.84 8.99992 15 40 1
5.845 8.99992 15 40 1
5.85 8.99993 15 40 1
5.855 8.99993 15 40 1
5.86 8.99993 15 40 1
5.865 8.99993 15 40 1
5.87 8.99993 15 40 1
5.875 8.99993 15 40 1
5.88 8.99993 15 40 1
5.885 8.99993 15 40 1
5.89 8.99993 15 40 1
5.895 8.99993 15 40 1
5.9 8.99993 15 40 1
5.905 8.99993 15 40 1
5.91 8.99993 15 40 1
5.915 8.99993 15 40 1
5.92 8.99994 15 40 1
5.925 8.99994 15 40 1
5.93 8.99994 15 40 1
5.935 8.99994 15 40 1
5.94 8.99994 15 40 1
5.945 8.99994 15 40 1
5.95 8.99994 15 40 1
5.955 8.99994 15 40 1
5.96 8.99994 15 40 1
5.965 8.99994 15 40 1
5.97 8.99994 15 40 1
5.975 8.99994 15 40 1
5.98 8.99994 15 40 1
5.985 8.99994 15 40 1
5.99 8.99994 15 40 1
5.995 8.99994 15 40 1
6 8.99995 15 40 1
6.005 8.99995 15 40 1
6.01 8.99995 15 40 1
6.015 8.99995 15 40 1
6.02 8.99995 15 40 1
6.025 8.99995 15 40 1
6.03 8.99995 15 40 1
6.035 8.99995 15 40 1
6.04 8.99995 15 40 1
6.045 8.99995 15 40 1
6.05 8.99995 15 40 1
6.055 8.99995 15 40 1
6.06 8.99995 15 40 1
6.065 8.99995 15 40 1
6.07 8.99995 15 40 1
6.075 8.99995 15 40 1
6.08 8.99995 15 40 1
6.085 8.99995 15 40 1
6.09 8.99995 15 40 1
6.095 8.99995 15 40 1
6.1 8.99996 15 40 1
6.105 8.99996 15 40 1
6.11 8.99996 15 40 1
6.115 8.99996 15 40 1
6.12 8.99996 15 40 1
6.125 8.99996 15 40 1
6.13 8.99996 15 40 1
6.135 8.99996 15 40 1
6.14 8.99996 15 40 1
6.145 8.99996 15 40 1
6.15 8.99996 15 40 1
6.155 8.99996 15 40 1
6.16 8.99996 15 40 1
6.165 8.99996 15 40 1
6.17 8.99996 15 40 1
6.175 8.99996 15 40 1
6.18 8.99996 15 40 1
6.185 8.99996 15 40 1
6.19 8.99996 15 40 1
6.195 8.99996 15 40 1
6.2 8.99996 15 40 1
6.205 8.99996 15 40 1
6.21 8.99996 15 40 1
6.215 8.99996 15 40 1
6.22 8.99996 15 40 1
6.225 8.99997 15 40 1
6.23 8.99997 15 40 1
6.235 8.99997 15 40 1
6.24 8.99997 15 40 1
6.245 8.99997 15 40 1
6.25 8.99997 15 40 1
6.255 8.99997 15 40 1
6.26 8.99997 15 40 1
6.265 8.99997 15 40 1
6.27 8.99997 15 40 1
6.275 8.99997 15 40 1
6.28 8.99997 15 40 1
6.285 8.99997 15 40 1
6.29 8.99997 15 40 1
6.295 8.99997 15 40 1
6.3 8.99997 15 40 1
6.305 8.99997 15 40 1
6.31 8.99997 15 40 1
6.315 8.99997 15 40 1
6.32 8.99997 15 40 1
6.325 8.99997 15 40 1
6.33 8.99997 15 40 1
6.335 8.99997 15 40 1
6.34 8.99997 15 40 1
6.345 8.99997 15 40 1
6.35 8.99997 15 40 1
6.355 8.99997 15 40 1
6.36 8.99997 15 40 1
6.365 8.99997 15 40 1
6.37 8.99997 15 40 1
6.375 8.99997 15 40 1
6.38 8.99997 15 40 1
6.385 8.99997 15 40 1
6.39 8.99997 15 40 1
6.395 8.99998 15 40 1
6.4 8.99998 15 40 1
6.405 8.99998 15 40 1
6.41 8.99998 15 40 1
6.415 8.99998 15 40 1
6.42 8.99998 15 40 1
6.425 8.99998 15 40 1
6.43 8.99998 15 40 1
6.435 8.99998 15 40 1
6.44 8.99998 15 40 1
6.445 8.99998 15 40 1
6.45 8.99998 15 40 1
6.455 8.99998 15 40 1
6.46 8.99998 15 40 1
6.465 8.99998 15 40 1
6.47 8.99998 15 40 1
6.475 8.99998 15 40 1
6.48 8.99998 15 40 1
6.485 8.99998 15 40 1
6.49 8.99998 15 40 1
6.495 8.99998 15 40 1
6.5 8.99998 15 40 1
6.505 8.99998 15 40 1
6.51 8.99998 15 40 1
6.515 8.99998 15 40 1
6.52 8.99998 15 40 1
6.525 8.99998 15 40 1
6.53 8.99998 15 40 1
6.535 8.99998 15 40 1
6.54 8.99998 15 40 1
6.545 8.99998 15 40 1
6.55 8.99998 15 40 1
6.555 8.99998 15 40 1
6.56 8.99998 15 40 1
6.565 8.99998 15 40 1
6.57 8.99998 15 40 1
6.575 8.99998 15 40 1
6.58 8.99998 15 40 1
6.585 8.99998 15 40 1
6.59 8.99998 15 40 1
6.595 8.99998 15 40 1
6.6 8.99998 15 40 1
6.605 8.99998 15 40 1
6.61 8.99998 15 40 1
6.615 8.99998 15 40 1
6.62 8.99998 15 40 1
6.625 8.99998 15 40 1
6.63 8.99998 15 40 1
6.635 8.99998 15 40 1
6.64 8.99998 15 40 1
6.645 8.99998 15 40 1
6.65 8.99999 15 40 1
6.655 8.99999 15 40 1
6.66 8.99999 15 40 1
6.665 8.99999 15 40 1
6.67 8.99999 15 40 1
6.675 8.99999 15 40 1
6.68 8.99999 15 40 1
6.685 8.99999 15 40 1
6.69 8.99999 15 40 1
6.695 8.99999 15 40 1
6.7 8.99999 15 40 1
6.705 8.99999 15 40 1
6.71 8.99999 15 40 1
6.715 8.99999 15 40 1
6.72 8.99999 15 40 1
6.725 8.99999 15 40 1
6.73 8.99999 15 40 1
6.735 8.99999 15 40 1
6.74 8.99999 15 40 1
6.745 8.99999 15 40 1
6.75 8.99999 15 40 1
6.755 8.99999 15 40 1
6.76 8.99999 15 40 1
6.765 8.99999 15 40 1
6.77 8.99999 15 40 1
6.775 8.99999 15 40 1
6.78 8.99999 15 40 1
6.785 8.99999 15 40 1
6.79 8.99999 15 40 1
6.795 8.99999 15 40 1
6.8 8.99999 15 40 1
6.805 8.99999 15 40 1
6.81 8.99999 15 40 1
6.815 8.99999 15 40 1
6.82 8.99999 15 40 1
6.825 8.99999 15 40 1
6.83 8.99999 15 40 1
6.835 8.99999 15 40 1
6.84 8.99999 15 40 1
6.845 8.99999 15 40 1
6.85 8.99999 15 40 1
6.855 8.99999 15 40 1
6.86 8.99999 15 40 1
6.865 8.99999 15 40 1
6.87 8.99999 15 40 1
6.875 8.99999 15 40 1
6.88 8.99999 15 40 1
6.885 8.99999 15 40 1
6.89 8.99999 15 40 1
6.895 8.99999 15 40 1
6.9 8.99999 15 40 1
6.905 8.99999 15 40 1
6.91 8.99999 15 40 1
6.915 8.99999 15 40 1
6.92 8.99999 15 40 1
6.925 8.99999 15 40 1
6.93 8.99999 15 40 1
6.935 8.99999 15 40 1
6.94 8.99999 15 40 1
6.945 8.99999 15 40 1
6.95 8.99999 15 40 1
6.955 8.99999 15 40 1
6.96 8.99999 15 40 1
6.965 8.99999 15 40 1
6.97 8.99999 15 40 1
6.975 8.99999 15 40 1
6.98 8.99999 15 40 1
6.985 8.99999 15 40 1
6.99 8.99999 15 40 1
6.995 8.99999 15 40 1
7 8.99999 15 40 1
7.005 8.99999 15 40 1
7.01 8.99999 15 40 1
7.015 8.99999 15 40 1
7.02 8.99999 15 40 1
7.025 8.99999 15 40 1
7.03 8.99999 15 40 1
7.035 8.99999 15 40 1
7.04 8.99999 15 40 1
7.045 8.99999 15 40 1
7.05 8.99999 15 40 1
7.055 8.99999 15 40 1
7.06 8.99999 15 40 1
7.065 8.99999 15 40 1
7.07 8.99999 15 40 1
7.075 8.99999 15 40 1
7.08 8.99999 15 40 1
7.085 8.99999 15 40 1
7.09 8.99999 15 40 1
7.095 8.99999 15 40 1
7.1 8.99999 15 40 1
7.105 8.99999 15 40 1
7.11 8.99999 15 40 1
7.115 8.99999 15 40 1
7.12 8.99999 15 40 1
7.125 8.99999 15 40 1
7.13 8.99999 15 40 1
7.135 8.99999 15 40 1
7.14 8.99999 15 40 1
7.145 8.99999 15 40 1
7.15 8.99999 15 40 1
7.155 8.99999 15 40 1
7.16 8.99999 15 40 1
7.165 8.99999 15 40 1
7.17 8.99999 15 40 1
7.175 8.99999 15 40 1
7.18 8.99999 15 40 1
7.185 8.99999 15 40 1
7.19 8.99999 15 40 1
7.195 9 15 40 1
7.2 9 15 40 1
7.205 9 15 40 1
7.21 9 15 40 1
7.215 9 15 40 1
7.22 9 15 40 1
7.225 9 15 40 1
7.23 9 15 40 1
7.235 9 15 40 1
7.24 9 15 40 1
7.245 9 15 40 1
7.25 9 15 40 1
7.255 9 15 40 1
7.26 9 15 40 1
7.265 9 15 40 1
7.27 9 15 40 1
7.275 9 15 40 1
7.28 9 15 40 1
7.285 9 15 40 1
7.29 9 15 40 1
7.295 9 15 40 1
7.3 9 15 40 1
7.305 9 15 40 1
7.31 9 15 40 1
7.315 9 15 40 1
7.32 9 15 40 1
7.325 9 15 40 1
7.33 9 15 40 1
7.335 9 15 40 1
7.34 9 15 40 1
7.345 9 15 40 1
7.35 9 15 40 1
7.355 9 15 40 1
7.36 9 15 40 1
7.365 9 15 40 1
7.37 9 15 40 1
7.375 9 15 40 1
7.38 9 15 40 1
7.385 9 15 40 1
7.39 9 15 40 1
7.395 9 15 40 1
7.4 9 15 40 1
7.405 9 15 40 1
7.41 9 15 40 1
7.415 9 15 40 1
7.42 9 15 40 1
7.425 9 15 40 1
7.43 9 15 40 1
7.435 9 15 40 1
7.44 9 15 40 1
7.445 9 15 40 1
7.45 9 15 40 1
7.455 9 15 40 1
7.46 9 15 40 1
7.465 9 15 40 1
7.47 9 15 40 1
7.475 9 15 40 1
7.48 9 15 40 1
7.485 9 15 40 1
7.49 9 15 40 1
7.495 9 15 40 1
7.5 9 15 40 1
7.505 9 15 40 1
7.51 9 15 40 1
7.515 9 15 40 1
7.52 9 15 40 1
7.525 9 15 40 1
7.53 9 15 40 1
7.535 9 15 40 1
7.54 9 15 40 1
7.545 9 15 40 1
7.55 9 15 40 1
7.555 9 15 40 1
7.56 9 15 40 1
7.565 9 15 40 1
7.57 9 15 40 1
7.575 9 15 40 1
7.58 9 15 40 1
7.585 9 15 40 1
7.59 9 15 40 1
7.595 9 15 40 1
7.6 9 15 40 1
7.605 9 15 40 1
7.61 9 15 40 1
7.615 9 15 40 1
7.62 9 15 40 1
7.625 9 15 40 1
7.63 9 15 40 1
7.635 9 15 40 1
7.64 9 15 40 1
7.645 9 15 40 1
7.65 9 15 40 1
7.655 9 15 40 1
7.66 9 15 40 1
7.665 9 15 40 1
7.67 9 15 40 1
7.675 9 15 40 1
7.68 9 15 40 1
7.685 9 15 40 1
7.69 9 15 40 1
7.695 9 15 40 1
7.7 9 15 40 1
7.705 9 15 40 1
7.71 9 15 40 1
7.715 9 15 40 1
7.72 9 15 40 1
7.725 9 15 40 1
7.73 9 15 40 1
7.735 9 15 40 1
7.74 9 15 40 1
7.745 9 15 40 1
7.75 9 15 40 1
7.755 9 15 40 1
7.76 9 15 40 1
7.765 9 15 40 1
7.77 9 15 40 1
7.775 9 15 40 1
7.78 9 15 40 1
7.785 9 15 40 1
7.79 9 15 40 1
7.795 9 15 40 1
7.8 9 15 40 1
7.805 9 15 40 1
7.81 9 15 40 1
7.815 9 15 40 1
7.82 9 15 40 1
7.825 9 15 40 1
7.83 9 15 40 1
7.835 9 15 40 1
7.84 9 15 40 1
7.845 9 15 40 1
7.85 9 15 40 1
7.855 9 15 40 1
7.86 9 15 40 1
7.865 9 15 40 1
7.87 9 15 40 1
7.875 9 15 40 1
7.88 9 15 40 1
7.885 9 15 40 1
7.89 9 15 40 1
7.895 9 15 40 1
7.9 9 15 40 1
7.905 9 15 40 1
7.91 9 15 40 1
7.915 9 15 40 1
7.92 9 15 40 1
7.925 9 15 40 1
7.93 9 15 40 1
7.935 9 15 40 1
7.94 9 15 40 1
7.945 9 15 40 1
7.95 9 15 40 1
7.955 9 15 40 1
7.96 9 15 40 1
7.965 9 15 40 1
7.97 9 15 40 1
7.975 9 15 40 1
7.98 9 15 40 1
7.985 9 15 40 1
7.99 9 15 40 1
7.995 9 15 40 1
8 9 15 40 1
8.005 9 15 40 1
8.01 9 15 40 1
8.015 9 15 40 1
8.02 9 15 40 1
8.025 9 15 40 1
8.03 9 15 40 1
8.035 9 15 40 1
8.04 9 15 40 1
8.045 9 15 40 1
8.05 9 15 40 1
8.055 9 15 40 1
8.06 9 15 40 1
8.065 9 15 40 1
8.07 9 15 40 1
8.075 9 15 40 1
8.08 9 15 40 1
8.085 9 15 40 1
8.09 9 15 40 1
8.095 9 15 40 1
8.1 9 15 40 1
8.105 9 15 40 1
8.11 9 15 40 1
8.115 9 15 40 1
8.12 9 15 40 1
8.125 9 15 40 1
8.13 9 15 40 1
8.135 9 15 40 1
8.14 9 15 40 1
8.145 9 15 40 1
8.15 9 15 40 1
8.155 9 15 40 1
8.16 9 15 40 1
8.165 9 15 40 1
8.17 9 15 40 1
8.175 9 15 40 1
8.18 9 15 40 1
8.185 9 15 40 1
8.19 9 15 40 1
8.195 9 15 40 1
8.2 9 15 40 1
8.205 9 15 40 1
8.21 9 15 40 1
8.215 9 15 40 1
8.22 9 15 40 1
8.225 9 15 40 1
8.23 9 15 40 1
8.235 9 15 40 1
8.24 9 15 40 1
8.245 9 15 40 1
8.25 9 15 40 1
8.255 9 15 40 1
8.26 9 15 40 1
8.265 9 15 40 1
8.27 9 15 40 1
8.275 9 15 40 1
8.28 9 15 40 1
8.285 9 15 40 1
8.29 9 15 40 1
8.295 9 15 40 1
8.3 9 15 40 1
8.305 9 15 40 1
8.31 9 15 40 1
8.315 9 15 40 1
8.32 9 15 40 1
8.325 9 15 40 1
8.33 9 15 40 1
8.335 9 15 40 1
8.34 9 15 40 1
8.345 9 15 40 1
8.35 9 15 40 1
8.355 9 15 40 1
8.36 9 15 40 1
8.365 9 15 40 1
8.37 9 15 40 1
8.375 9 15 40 1
8.38 9 15 40 1
8.385 9 15 40 1
8.39 9 15 40 1
8.395 9 15 40 1
8.4 9 15 40 1
8.405 9 15 40 1
8.41 9 15 40 1
8.415 9 15 40 1
8.42 9 15 40 1
8.425 9 15 40 1
8.43 9 15 40 1
8.435 9 15 40 1
8.44 9 15 40 1
8.445 9 15 40 1
8.45 9 15 40 1
8.455 9 15 40 1
8.46 9 15 40 1
8.465 9 15 40 1
8.47 9 15 40 1
8.475 9 15 40 1
8.48 9 15 40 1
8.485 9 15 40 1
8.49 9 15 40 1
8.495 9 15 40 1
8.5 9 15 40 1
8.505 9 15 40 1
8.51 9 15 40 1
8.515 9 15 40 1
8.52 9 15 40 1
8.525 9 15 40 1
8.53 9 15 40 1
8.535 9 15 40 1
8.54 9 15 40 1
8.545 9 15 40 1
8.55 9 15 40 1
8.555 9 15 40 1
8.56 9 15 40 1
8.565 9 15 40 1
8.57 9 15 40 1
8.575 9 15 40 1
8.58 9 15 40 1
8.585 9 15 40 1
8.59 9 15 40 1
8.595 9 15 40 1
8.6 9 15 40 1
8.605 9 15 40 1
8.61 9 15 40 1
8.615 9 15 40 1
8.62 9 15 40 1
8.625 9 15 40 1
8.63 9 15 40 1
8.635 9 15 40 1
8.64 9 15 40 1
8.645 9 15 40 1
8.65 9 15 40 1
8.655 9 15 40 1
8.66 9 15 40 1
8.665 9 15 40 1
8.67 9 15 40 1
8.675 9 15 40 1
8.68 9 15 40 1
8.685 9 15 40 1
8.69 9 15 40 1
8.695 9 15 40 1
8.7 9 15 40 1
8.705 9 15 40 1
8.71 9 15 40 1
8.715 9 15 40 1
8.72 9 15 40 1
8.725 9 15 40 1
8.73 9 15 40 1
8.735 9 15 40 1
8.74 9 15 40 1
8.745 9 15 40 1
8.75 9 15 40 1
8.755 9 15 40 1
8.76 9 15 40 1
8.765 9 15 40 1
8.77 9 15 40 1
8.775 9 15 40 1
8.78 9 15 40 1
8.785 9 15 40 1
8.79 9 15 40 1
8.795 9 15 40 1
8.8 9 15 40 1
8.805 9 15 40 1
8.81 9 15 40 1
8.815 9 15 40 1
8.82 9 15 40 1
8.825 9 15 40 1
8.83 9 15 40 1
8.835 9 15 40 1
8.84 9 15 40 1
8.845 9 15 40 1
8.85 9 15 40 1
8.855 9 15 40 1
8.86 9 15 40 1
8.865 9 15 40 1
8.87 9 15 40 1
8.875 9 15 40 1
8.88 9 15 40 1
8.885 9 15 40 1
8.89 9 15 40 1
8.895 9 15 40 1
8.9 9 15 40 1
8.905 9 15 40 1
8.91 9 15 40 1
8.915 9 15 40 1
8.92 9 15 40 1
8.925 9 15 40 1
8.93 9 15 40 1
8.935 9 15 40 1
8.94 9 15 40 1
8.945 9 15 40 1
8.95 9 15 40 1
8.955 9 15 40 1
8.96 9 15 40 1
8.965 9 15 40 1
8.97 9 15 40 1
8.975 9 15 40 1
8.98 9 15 40 1
8.985 9 15 40 1
8.99 9 15 40 1
8.995 9 15 40 1
9 9 15 40 1
9.005 9 15 40 1
9.01 9 15 40 1
9.015 9 15 40 1
9.02 9 15 40 1
9.025 9 15 40 1
9.03 9 15 40 1
9.035 9 15 40 1
9.04 9 15 40 1
9.045 9 15 40 1
9.05 9 15 40 1
9.055 9 15 40 1
9.06 9 15 40 1
9.065 9 15 40 1
9.07 9 15 40 1
9.075 9 15 40 1
9.08 9 15 40 1
9.085 9 15 40 1
9.09 9 15 40 1
9.095 9 15 40 1
9.1 9 15 40 1
9.105 9 15 40 1
9.11 9 15 40 1
9.115 9 15 40 1
9.12 9 15 40 1
9.125 9 15 40 1
9.13 9 15 40 1
9.135 9 15 40 1
9.14 9 15 40 1
9.145 9 15 40 1
9.15 9 15 40 1
9.155 9 15 40 1
9.16 9 15 40 1
9.165 9 15 40 1
9.17 9 15 40 1
9.175 9 15 40 1
9.18 9 15 40 1
9.185 9 15 40 1
9.19 9 15 40 1
9.195 9 15 40 1
9.2 9 15 40 1
9.205 9 15 40 1
9.21 9 15 40 1
9.215 9 15 40 1
9.22 9 15 40 1
9.225 9 15 40 1
9.23 9 15 40 1
9.235 9 15 40 1
9.24 9 15 40 1
9.245 9 15 40 1
9.25 9 15 40 1
9.255 9 15 40 1
9.26 9 15 40 1
9.265 9 15 40 1
9.27 9 15 40 1
9.275 9 15 40 1
9.28 9 15 40 1
9.285 9 15 40 1
9.29 9 15 40 1
9.295 9 15 40 1
9.3 9 15 40 1
9.305 9 15 40 1
9.31 9 15 40 1
9.315 9 15 40 1
9.32 9 15 40 1
9.325 9 15 40 1
9.33 9 15 40 1
9.335 9 15 40 1
9.34 9 15 40 1
9.345 9 15 40 1
9.35 9 15 40 1
9.355 9 15 40 1
9.36 9 15 40 1
9.365 9 15 40 1
9.37 9 15 40 1
9.375 9 15 40 1
9.38 9 15 40 1
9.385 9 15 40 1
9.39 9 15 40 1
9.395 9 15 40 1
9.4 9 15 40 1
9.405 9 15 40 1
9.41 9 15 40 1
9.415 9 15 40 1
9.42 9 15 40 1
9.425 9 15 40 1
9.43 9 15 40 1
9.435 9 15 40 1
9.44 9 15 40 1
9.445 9 15 40 1
9.45 9 15 40 1
9.455 9 15 40 1
9.46 9 15 40 1
9.465 9 15 40 1
9.47 9 15 40 1
9.475 9 15 40 1
9.48 9 15 40 1
9.485 9 15 40 1
9.49 9 15 40 1
9.495 9 15 40 1
9.5 9 15 40 1
9.505 9 15 40 1
9.51 9 15 40 1
9.515 9 15 40 1
9.52 9 15 40 1
9.525 9 15 40 1
9.53 9 15 40 1
9.535 9 15 40 1
9.54 9 15 40 1
9.545 9 15 40 1
9.55 9 15 40 1
9.555 9 15 40 1
9.56 9 15 40 1
9.565 9 15 40 1
9.57 9 15 40 1
9.575 9 15 40 1
9.58 9 15 40 1
9.585 9 15 40 1
9.59 9 15 40 1
9.595 9 15 40 1
9.6 9 15 40 1
9.605 9 15 40 1
9.61 9 15 40 1
9.615 9 15 40 1
9.62 9 15 40 1
9.625 9 15 40 1
9.63 9 15 40 1
9.635 9 15 40 1
9.64 9 15 40 1
9.645 9 15 40 1
9.65 9 15 40 1
9.655 9 15 40 1
9.66 9 15 40 1
9.665 9 15 40 1
9.67 9 15 40 1
9.675 9 15 40 1
9.68 9 15 40 1
9.685 9 15 40 1
9.69 9 15 40 1
9.695 9 15 40 1
9.7 9 15 40 1
9.705 9 15 40 1
9.71 9 15 40 1
9.715 9 15 40 1
9.72 9 15 40 1
9.725 9 15 40 1
9.73 9 15 40 1
9.735 9 15 40 1
9.74 9 15 40 1
9.745 9 15 40 1
9.75 9 15 40 1
9.755 9 15 40 1
9.76 9 15 40 1
9.765 9 15 40 1
9.77 9 15 40 1
9.775 9 15 40 1
9.78 9 15 40 1
9.785 9 15 40 1
9.79 9 15 40 1
9.795 9 15 40 1
9.8 9 15 40 1
9.805 9 15 40 1
9.81 9 15 40 1
9.815 9 15 40 1
9.82 9 15 40 1
