t u f_threshhold r_threshhold refrac_timer/refrac_t
15.65 9 15 40 1
15.655 9 15 40 1
15.66 9 15 40 1
15.665 9 15 40 1
15.67 9 15 40 1
15.675 9 15 40 1
15.68 9 15 40 1
15.685 9 15 40 1
15.69 9 15 40 1
15.695 9 15 40 1
15.7 9 15 40 1
15.705 9 15 40 1
15.71 9 15 40 1
15.715 9 15 40 1
15.72 9 15 40 1
15.725 9 15 40 1
15.73 9 15 40 1
15.735 9 15 40 1
15.74 9 15 40 1
15.745 9 15 40 1
15.75 9 15 40 1
15.755 9 15 40 1
15.76 9 15 40 1
15.765 9 15 40 1
15.77 9 15 40 1
15.775 9 15 40 1
15.78 9 15 40 1
15.785 9 15 40 1
15.79 9 15 40 1
15.795 9 15 40 1
15.8 9 15 40 1
15.805 9 15 40 1
15.81 9 15 40 1
15.815 9 15 40 1
15.82 9 15 40 1
15.825 9 15 40 1
15.83 9 15 40 1
15.835 9 15 40 1
15.84 9 15 40 1
15.845 9 15 40 1
15.85 9 15 40 1
15.855 9 15 40 1
15.86 9 15 40 1
15.865 9 15 40 1
15.87 9 15 40 1
15.875 9 15 40 1
15.88 9 15 40 1
15.885 9 15 40 1
15.89 9 15 40 1
15.895 9 15 40 1
15.9 9 15 40 1
15.905 9 15 40 1
15.91 9 15 40 1
15.915 9 15 40 1
15.92 9 15 40 1
15.925 9 15 40 1
15.93 9 15 40 1
15.935 9 15 40 1
15.94 9 15 40 1
15.945 9 15 40 1
15.95 9 15 40 1
15.955 9 15 40 1
15.96 9 15 40 1
15.965 9 15 40 1
15.97 9 15 40 1
15.975 9 15 40 1
15.98 9 15 40 1
15.985 9 15 40 1
15.99 9 15 40 1
15.995 9 15 40 1
16 9 15 40 1
16.005 9 15 40 1
16.01 9 15 40 1
16.015 9 15 40 1
16.02 9 15 40 1
16.025 9 15 40 1
16.03 9 15 40 1
16.035 9 15 40 1
16.04 9 15 40 1
16.045 9 15 40 1
16.05 9 15 40 1
16.055 9 15 40 1
16.06 9 15 40 1
16.065 9 15 40 1
16.07 9 15 40 1
16.075 9 15 40 1
16.08 9 15 40 1
16.085 9 15 40 1
16.09 9 15 40 1
16.095 9 15 40 1
16.1 9 15 40 1
16.105 9 15 40 1
16.11 9 15 40 1
16.115 9 15 40 1
16.12 9 15 40 1
16.125 9 15 40 1
16.13 9 15 40 1
16.135 9 15 40 1
16.14 9 15 40 1
16.145 9 15 40 1
16.15 9 15 40 1
16.155 9 15 40 1
16.16 9 15 40 1
16.165 9 15 40 1
16.17 9 15 40 1
16.175 9 15 40 1
16.18 9 15 40 1
16.185 9 15 40 1
16.19 9 15 40 1
16.195 9 15 40 1
16.2 9 15 40 1
16.205 9 15 40 1
16.21 9 15 40 1
16.215 9 15 40 1
16.22 9 15 40 1
16.225 9 15 40 1
16.23 9 15 40 1
16.235 9 15 40 1
16.24 9 15 40 1
16.245 9 15 40 1
16.25 9 15 40 1
16.255 9 15 40 1
16.26 9 15 40 1
16.265 9 15 40 1
16.27 9 15 40 1
16.275 9 15 40 1
16.28 9 15 40 1
16.285 9 15 40 1
16.29 9 15 40 1
16.295 9 15 40 1
16.3 9 15 40 1
16.305 9 15 40 1
16.31 9 15 40 1
16.315 9 15 40 1
16.32 9 15 40 1
16.325 9 15 40 1
16.33 9 15 40 1
16.335 9 15 40 1
16.34 9 15 40 1
16.345 9 15 40 1
16.35 9 15 40 1
16.355 9 15 40 1
16.36 9 15 40 1
16.365 9 15 40 1
16.37 9 15 40 1
16.375 9 15 40 1
16.38 9 15 40 1
16.385 9 15 40 1
16.39 9 15 40 1
16.395 9 15 40 1
16.4 9 15 40 1
16.405 9 15 40 1
16.41 9 15 40 1
16.415 9 15 40 1
16.42 9 15 40 1
16.425 9 15 40 1
16.43 9 15 40 1
16.435 9 15 40 1
16.44 9 15 40 1
16.445 9 15 40 1
16.45 9 15 40 1
16.455 9 15 40 1
16.46 9 15 40 1
16.465 9 15 40 1
16.47 9 15 40 1
16.475 9 15 40 1
16.48 9 15 40 1
16.485 9 15 40 1
16.49 9 15 40 1
16.495 9 15 40 1
16.5 9 15 40 1
16.505 9 15 40 1
16.51 9 15 40 1
16.515 9 15 40 1
16.52 9 15 40 1
16.525 9 15 40 1
16.53 9 15 40 1
16.535 9 15 40 1
16.54 9 15 40 1
16.545 9 15 40 1
16.55 9 15 40 1
16.555 9 15 40 1
16.56 9 15 40 1
16.565 9 15 40 1
16.57 9 15 40 1
16.575 9 15 40 1
16.58 9 15 40 1
16.585 9 15 40 1
16.59 9 15 40 1
16.595 9 15 40 1
16.6 9 15 40 1
16.605 9 15 40 1
16.61 9 15 40 1
16.615 9 15 40 1
16.62 9 15 40 1
16.625 9 15 40 1
16.63 9 15 40 1
16.635 9 15 40 1
16.64 9 15 40 1
16.645 9 15 40 1
16.65 9 15 40 1
16.655 9 15 40 1
16.66 9 15 40 1
16.665 9 15 40 1
16.67 9 15 40 1
16.675 9 15 40 1
16.68 9 15 40 1
16.685 9 15 40 1
16.69 9 15 40 1
16.695 9 15 40 1
16.7 9 15 40 1
16.705 9 15 40 1
16.71 9 15 40 1
16.715 9 15 40 1
16.72 9 15 40 1
16.725 9 15 40 1
16.73 9 15 40 1
16.735 9 15 40 1
16.74 9 15 40 1
16.745 9 15 40 1
16.75 9 15 40 1
16.755 9 15 40 1
16.76 9 15 40 1
16.765 9 15 40 1
16.77 9 15 40 1
16.775 9 15 40 1
16.78 9 15 40 1
16.785 9 15 40 1
16.79 9 15 40 1
16.795 9 15 40 1
16.8 9 15 40 1
16.805 9 15 40 1
16.81 9 15 40 1
16.815 9 15 40 1
16.82 9 15 40 1
16.825 9 15 40 1
16.83 9 15 40 1
16.835 9 15 40 1
16.84 9 15 40 1
16.845 9 15 40 1
16.85 9 15 40 1
16.855 9 15 40 1
16.86 9 15 40 1
16.865 9 15 40 1
16.87 9 15 40 1
16.875 9 15 40 1
16.88 9 15 40 1
16.885 9 15 40 1
16.89 9 15 40 1
16.895 9 15 40 1
16.9 9 15 40 1
16.905 9 15 40 1
16.91 9 15 40 1
16.915 9 15 40 1
16.92 9 15 40 1
16.925 9 15 40 1
16.93 9 15 40 1
16.935 9 15 40 1
16.94 9 15 40 1
16.945 9 15 40 1
16.95 9 15 40 1
16.955 9 15 40 1
16.96 9 15 40 1
16.965 9 15 40 1
16.97 9 15 40 1
16.975 9 15 40 1
16.98 9 15 40 1
16.985 9 15 40 1
16.99 9 15 40 1
16.995 9 15 40 1
17 9 15 40 1
17.005 9 15 40 1
17.01 9 15 40 1
17.015 9 15 40 1
17.02 9 15 40 1
17.025 9 15 40 1
17.03 9 15 40 1
17.035 9 15 40 1
17.04 9 15 40 1
17.045 9 15 40 1
17.05 9 15 40 1
17.055 9 15 40 1
17.06 9 15 40 1
17.065 9 15 40 1
17.07 9 15 40 1
17.075 9 15 40 1
17.08 9 15 40 1
17.085 9 15 40 1
17.09 9 15 40 1
17.095 9 15 40 1
17.1 9 15 40 1
17.105 9 15 40 1
17.11 9 15 40 1
17.115 9 15 40 1
17.12 9 15 40 1
17.125 9 15 40 1
17.13 9 15 40 1
17.135 9 15 40 1
17.14 9 15 40 1
17.145 9 15 40 1
17.15 9 15 40 1
17.155 9 15 40 1
17.16 9 15 40 1
17.165 9 15 40 1
17.17 9 15 40 1
17.175 9 15 40 1
17.18 9 15 40 1
17.185 9 15 40 1
17.19 9 15 40 1
17.195 9 15 40 1
17.2 9 15 40 1
17.205 9 15 40 1
17.21 9 15 40 1
17.215 9 15 40 1
17.22 9 15 40 1
17.225 9 15 40 1
17.23 9 15 40 1
17.235 9 15 40 1
17.24 9 15 40 1
17.245 9 15 40 1
17.25 9 15 40 1
17.255 9 15 40 1
17.26 9 15 40 1
17.265 9 15 40 1
17.27 9 15 40 1
17.275 9 15 40 1
17.28 9 15 40 1
17.285 9 15 40 1
17.29 9 15 40 1
17.295 9 15 40 1
17.3 9 15 40 1
17.305 9 15 40 1
17.31 9 15 40 1
17.315 9 15 40 1
17.32 9 15 40 1
17.325 9 15 40 1
17.33 9 15 40 1
17.335 9 15 40 1
17.34 9 15 40 1
17.345 9 15 40 1
17.35 9 15 40 1
17.355 9 15 40 1
17.36 9 15 40 1
17.365 9 15 40 1
17.37 9 15 40 1
17.375 9 15 40 1
17.38 9 15 40 1
17.385 9 15 40 1
17.39 9 15 40 1
17.395 9 15 40 1
17.4 9 15 40 1
17.405 9 15 40 1
17.41 9 15 40 1
17.415 9 15 40 1
17.42 9 15 40 1
17.425 9 15 40 1
17.43 9 15 40 1
17.435 9 15 40 1
17.44 9 15 40 1
17.445 9 15 40 1
17.45 9 15 40 1
17.455 9 15 40 1
17.46 9 15 40 1
17.465 9 15 40 1
17.47 9 15 40 1
17.475 9 15 40 1
17.48 9 15 40 1
17.485 9 15 40 1
17.49 9 15 40 1
17.495 9 15 40 1
17.5 9 15 40 1
17.505 9 15 40 1
17.51 9 15 40 1
17.515 9 15 40 1
17.52 9 15 40 1
17.525 9 15 40 1
17.53 9 15 40 1
17.535 9 15 40 1
17.54 9 15 40 1
17.545 9 15 40 1
17.55 9 15 40 1
17.555 9 15 40 1
17.56 9 15 40 1
17.565 9 15 40 1
17.57 9 15 40 1
17.575 9 15 40 1
17.58 9 15 40 1
17.585 9 15 40 1
17.59 9 15 40 1
17.595 9 15 40 1
17.6 9 15 40 1
17.605 9 15 40 1
17.61 9 15 40 1
17.615 9 15 40 1
17.62 9 15 40 1
17.625 9 15 40 1
17.63 9 15 40 1
17.635 9 15 40 1
17.64 9 15 40 1
17.645 9 15 40 1
17.65 9 15 40 1
17.655 9 15 40 1
17.66 9 15 40 1
17.665 9 15 40 1
17.67 9 15 40 1
17.675 9 15 40 1
17.68 9 15 40 1
17.685 9 15 40 1
17.69 9 15 40 1
17.695 9 15 40 1
17.7 9 15 40 1
17.705 9 15 40 1
17.71 9 15 40 1
17.715 9 15 40 1
17.72 9 15 40 1
17.725 9 15 40 1
17.73 9 15 40 1
17.735 9 15 40 1
17.74 9 15 40 1
17.745 9 15 40 1
17.75 9 15 40 1
17.755 9 15 40 1
17.76 9 15 40 1
17.765 9 15 40 1
17.77 9 15 40 1
17.775 9 15 40 1
17.78 9 15 40 1
17.785 9 15 40 1
17.79 9 15 40 1
17.795 9 15 40 1
17.8 9 15 40 1
17.805 9 15 40 1
17.81 9 15 40 1
17.815 9 15 40 1
17.82 9 15 40 1
17.825 9 15 40 1
17.83 9 15 40 1
17.835 9 15 40 1
17.84 9 15 40 1
17.845 9 15 40 1
17.85 9 15 40 1
17.855 9 15 40 1
17.86 9 15 40 1
17.865 9 15 40 1
17.87 9 15 40 1
17.875 9 15 40 1
17.88 9 15 40 1
17.885 9 15 40 1
17.89 9 15 40 1
17.895 9 15 40 1
17.9 9 15 40 1
17.905 9 15 40 1
17.91 9 15 40 1
17.915 9 15 40 1
17.92 9 15 40 1
17.925 9 15 40 1
17.93 9 15 40 1
17.935 9 15 40 1
17.94 9 15 40 1
17.945 9 15 40 1
17.95 9 15 40 1
17.955 9 15 40 1
17.96 9 15 40 1
17.965 9 15 40 1
17.97 9 15 40 1
17.975 9 15 40 1
17.98 9 15 40 1
17.985 9 15 40 1
17.99 9 15 40 1
17.995 9 15 40 1
18 9 15 40 1
18.005 9 15 40 1
18.01 9 15 40 1
18.015 9 15 40 1
18.02 9 15 40 1
18.025 9 15 40 1
18.03 9 15 40 1
18.035 9 15 40 1
18.04 9 15 40 1
18.045 9 15 40 1
18.05 9 15 40 1
18.055 9 15 40 1
18.06 9 15 40 1
18.065 9 15 40 1
18.07 9 15 40 1
18.075 9 15 40 1
18.08 9 15 40 1
18.085 9 15 40 1
18.09 9 15 40 1
18.095 9 15 40 1
18.1 9 15 40 1
18.105 9 15 40 1
18.11 9 15 40 1
18.115 9 15 40 1
18.12 9 15 40 1
18.125 9 15 40 1
18.13 9 15 40 1
18.135 9 15 40 1
18.14 9 15 40 1
18.145 9 15 40 1
18.15 9 15 40 1
18.155 9 15 40 1
18.16 9 15 40 1
18.165 9 15 40 1
18.17 9 15 40 1
18.175 9 15 40 1
18.18 9 15 40 1
18.185 9 15 40 1
18.19 9 15 40 1
18.195 9 15 40 1
18.2 9 15 40 1
18.205 9 15 40 1
18.21 9 15 40 1
18.215 9 15 40 1
18.22 9 15 40 1
18.225 9 15 40 1
18.23 9 15 40 1
18.235 9 15 40 1
18.24 9 15 40 1
18.245 9 15 40 1
18.25 9 15 40 1
18.255 9 15 40 1
18.26 9 15 40 1
18.265 9 15 40 1
18.27 9 15 40 1
18.275 9 15 40 1
18.28 9 15 40 1
18.285 9 15 40 1
18.29 9 15 40 1
18.295 9 15 40 1
18.3 9 15 40 1
18.305 9 15 40 1
18.31 9 15 40 1
18.315 9 15 40 1
18.32 9 15 40 1
18.325 9 15 40 1
18.33 9 15 40 1
18.335 9 15 40 1
18.34 9 15 40 1
18.345 9 15 40 1
18.35 9 15 40 1
18.355 9 15 40 1
18.36 9 15 40 1
18.365 9 15 40 1
18.37 9 15 40 1
18.375 9 15 40 1
18.38 9 15 40 1
18.385 9 15 40 1
18.39 9 15 40 1
18.395 9 15 40 1
18.4 9 15 40 1
18.405 9 15 40 1
18.41 9 15 40 1
18.415 9 15 40 1
18.42 9 15 40 1
18.425 9 15 40 1
18.43 9 15 40 1
18.435 9 15 40 1
18.44 9 15 40 1
18.445 9 15 40 1
18.45 9 15 40 1
18.455 9 15 40 1
18.46 9 15 40 1
18.465 9 15 40 1
18.47 9 15 40 1
18.475 9 15 40 1
18.48 9 15 40 1
18.485 9 15 40 1
18.49 9 15 40 1
18.495 9 15 40 1
18.5 9 15 40 1
18.505 9 15 40 1
18.51 9 15 40 1
18.515 9 15 40 1
18.52 9 15 40 1
18.525 9 15 40 1
18.53 9 15 40 1
18.535 9 15 40 1
18.54 9 15 40 1
18.545 9 15 40 1
18.55 9 15 40 1
18.555 9 15 40 1
18.56 9 15 40 1
18.565 9 15 40 1
18.57 9 15 40 1
18.575 9 15 40 1
18.58 9 15 40 1
18.585 9 15 40 1
18.59 9 15 40 1
18.595 9 15 40 1
18.6 9 15 40 1
18.605 9 15 40 1
18.61 9 15 40 1
18.615 9 15 40 1
18.62 9 15 40 1
18.625 9 15 40 1
18.63 9 15 40 1
18.635 9 15 40 1
18.64 9 15 40 1
18.645 9 15 40 1
18.65 9 15 40 1
18.655 9 15 40 1
18.66 9 15 40 1
18.665 9 15 40 1
18.67 9 15 40 1
18.675 9 15 40 1
18.68 9 15 40 1
18.685 9 15 40 1
18.69 9 15 40 1
18.695 9 15 40 1
18.7 9 15 40 1
18.705 9 15 40 1
18.71 9 15 40 1
18.715 9 15 40 1
18.72 9 15 40 1
18.725 9 15 40 1
18.73 9 15 40 1
18.735 9 15 40 1
18.74 9 15 40 1
18.745 9 15 40 1
18.75 9 15 40 1
18.755 9 15 40 1
18.76 9 15 40 1
18.765 9 15 40 1
18.77 9 15 40 1
18.775 9 15 40 1
18.78 9 15 40 1
18.785 9 15 40 1
18.79 9 15 40 1
18.795 9 15 40 1
18.8 9 15 40 1
18.805 9 15 40 1
18.81 9 15 40 1
18.815 9 15 40 1
18.82 9 15 40 1
18.825 9 15 40 1
18.83 9 15 40 1
18.835 9 15 40 1
18.84 9 15 40 1
18.845 9 15 40 1
18.85 9 15 40 1
18.855 9 15 40 1
18.86 9 15 40 1
18.865 9 15 40 1
18.87 9 15 40 1
18.875 9 15 40 1
18.88 9 15 40 1
18.885 9 15 40 1
18.89 9 15 40 1
18.895 9 15 40 1
18.9 9 15 40 1
18.905 9 15 40 1
18.91 9 15 40 1
18.915 9 15 40 1
18.92 9 15 40 1
18.925 9 15 40 1
18.93 9 15 40 1
18.935 9 15 40 1
18.94 9 15 40 1
18.945 9 15 40 1
18.95 9 15 40 1
18.955 9 15 40 1
18.96 9 15 40 1
18.965 9 15 40 1
18.97 9 15 40 1
18.975 9 15 40 1
18.98 9 15 40 1
18.985 9 15 40 1
18.99 9 15 40 1
18.995 9 15 40 1
19 9 15 40 1
19.005 9 15 40 1
19.01 9 15 40 1
19.015 9 15 40 1
19.02 9 15 40 1
19.025 9 15 40 1
19.03 9 15 40 1
19.035 9 15 40 1
19.04 9 15 40 1
19.045 9 15 40 1
19.05 9 15 40 1
19.055 9 15 40 1
19.06 9 15 40 1
19.065 9 15 40 1
19.07 9 15 40 1
19.075 9 15 40 1
19.08 9 15 40 1
19.085 9 15 40 1
19.09 9 15 40 1
19.095 9 15 40 1
19.1 9 15 40 1
19.105 9 15 40 1
19.11 9 15 40 1
19.115 9 15 40 1
19.12 9 15 40 1
19.125 9 15 40 1
19.13 9 15 40 1
19.135 9 15 40 1
19.14 9 15 40 1
19.145 9 15 40 1
19.15 9 15 40 1
19.155 9 15 40 1
19.16 9 15 40 1
19.165 9 15 40 1
19.17 9 15 40 1
19.175 9 15 40 1
19.18 9 15 40 1
19.185 9 15 40 1
19.19 9 15 40 1
19.195 9 15 40 1
19.2 9 15 40 1
19.205 9 15 40 1
19.21 9 15 40 1
19.215 9 15 40 1
19.22 9 15 40 1
19.225 9 15 40 1
19.23 9 15 40 1
19.235 9 15 40 1
19.24 9 15 40 1
19.245 9 15 40 1
19.25 9 15 40 1
19.255 9 15 40 1
19.26 9 15 40 1
19.265 9 15 40 1
19.27 9 15 40 1
19.275 9 15 40 1
19.28 9 15 40 1
19.285 9 15 40 1
19.29 9 15 40 1
19.295 9 15 40 1
19.3 9 15 40 1
19.305 9 15 40 1
19.31 9 15 40 1
19.315 9 15 40 1
19.32 9 15 40 1
19.325 9 15 40 1
19.33 9 15 40 1
19.335 9 15 40 1
19.34 9 15 40 1
19.345 9 15 40 1
19.35 9 15 40 1
19.355 9 15 40 1
19.36 9 15 40 1
19.365 9 15 40 1
19.37 9 15 40 1
19.375 9 15 40 1
19.38 9 15 40 1
19.385 9 15 40 1
19.39 9 15 40 1
19.395 9 15 40 1
19.4 9 15 40 1
19.405 9 15 40 1
19.41 9 15 40 1
19.415 9 15 40 1
19.42 9 15 40 1
19.425 9 15 40 1
19.43 9 15 40 1
19.435 9 15 40 1
19.44 9 15 40 1
19.445 9 15 40 1
19.45 9 15 40 1
19.455 9 15 40 1
19.46 9 15 40 1
19.465 9 15 40 1
19.47 9 15 40 1
19.475 9 15 40 1
19.48 9 15 40 1
19.485 9 15 40 1
19.49 9 15 40 1
19.495 9 15 40 1
19.5 9 15 40 1
19.505 9 15 40 1
19.51 9 15 40 1
19.515 9 15 40 1
19.52 9 15 40 1
19.525 9 15 40 1
19.53 9 15 40 1
19.535 9 15 40 1
19.54 9 15 40 1
19.545 9 15 40 1
19.55 9 15 40 1
19.555 9 15 40 1
19.56 9 15 40 1
19.565 9 15 40 1
19.57 9 15 40 1
19.575 9 15 40 1
19.58 9 15 40 1
19.585 9 15 40 1
19.59 9 15 40 1
19.595 9 15 40 1
19.6 9 15 40 1
19.605 9 15 40 1
19.61 9 15 40 1
19.615 9 15 40 1
19.62 9 15 40 1
19.625 9 15 40 1
19.63 9 15 40 1
19.635 9 15 40 1
19.64 9 15 40 1
19.645 9 15 40 1
19.65 9 15 40 1
19.655 9 15 40 1
19.66 9 15 40 1
19.665 9 15 40 1
19.67 9 15 40 1
19.675 9 15 40 1
19.68 9 15 40 1
19.685 9 15 40 1
19.69 9 15 40 1
19.695 9 15 40 1
19.7 9 15 40 1
19.705 9 15 40 1
19.71 9 15 40 1
19.715 9 15 40 1
19.72 9 15 40 1
19.725 9 15 40 1
19.73 9 15 40 1
19.735 9 15 40 1
19.74 9 15 40 1
19.745 9 15 40 1
19.75 9 15 40 1
19.755 9 15 40 1
19.76 9 15 40 1
19.765 9 15 40 1
19.77 9 15 40 1
19.775 9 15 40 1
19.78 9 15 40 1
19.785 9 15 40 1
19.79 9 15 40 1
19.795 9 15 40 1
19.8 9 15 40 1
19.805 9 15 40 1
19.81 9 15 40 1
19.815 9 15 40 1
19.82 9 15 40 1
19.825 9 15 40 1
19.83 9 15 40 1
19.835 9 15 40 1
19.84 9 15 40 1
19.845 9 15 40 1
19.85 9 15 40 1
19.855 9 15 40 1
19.86 9 15 40 1
19.865 9 15 40 1
19.87 9 15 40 1
19.875 9 15 40 1
19.88 9 15 40 1
19.885 9 15 40 1
19.89 9 15 40 1
19.895 9 15 40 1
19.9 9 15 40 1
19.905 9 15 40 1
19.91 9 15 40 1
19.915 9 15 40 1
19.92 9 15 40 1
19.925 9 15 40 1
19.93 9 15 40 1
19.935 9 15 40 1
19.94 9 15 40 1
19.945 9 15 40 1
19.95 9 15 40 1
19.955 9 15 40 1
19.96 9 15 40 1
19.965 9 15 40 1
19.97 9 15 40 1
19.975 9 15 40 1
19.98 9 15 40 1
19.985 9 15 40 1
19.99 9 15 40 1
19.995 9 15 40 1
20 9 15 40 1
20.005 9 15 40 1
20.01 9 15 40 1
20.015 9 15 40 1
20.02 9 15 40 1
20.025 9 15 40 1
20.03 9 15 40 1
20.035 9 15 40 1
20.04 9 15 40 1
20.045 9 15 40 1
20.05 9 15 40 1
20.055 9 15 40 1
20.06 9 15 40 1
20.065 9 15 40 1
20.07 9 15 40 1
20.075 9 15 40 1
20.08 9 15 40 1
20.085 9 15 40 1
20.09 9 15 40 1
20.095 9 15 40 1
20.1 9 15 40 1
20.105 9 15 40 1
20.11 9 15 40 1
20.115 9 15 40 1
20.12 9 15 40 1
20.125 9 15 40 1
20.13 9 15 40 1
20.135 9 15 40 1
20.14 9 15 40 1
20.145 9 15 40 1
20.15 9 15 40 1
20.155 9 15 40 1
20.16 9 15 40 1
20.165 9 15 40 1
20.17 9 15 40 1
20.175 9 15 40 1
20.18 9 15 40 1
20.185 9 15 40 1
20.19 9 15 40 1
20.195 9 15 40 1
20.2 9 15 40 1
20.205 9 15 40 1
20.21 9 15 40 1
20.215 9 15 40 1
20.22 9 15 40 1
20.225 9 15 40 1
20.23 9 15 40 1
20.235 9 15 40 1
20.24 9 15 40 1
20.245 9 15 40 1
20.25 9 15 40 1
20.255 9 15 40 1
20.26 9 15 40 1
20.265 9 15 40 1
20.27 9 15 40 1
20.275 9 15 40 1
20.28 9 15 40 1
20.285 9 15 40 1
20.29 9 15 40 1
20.295 9 15 40 1
20.3 9 15 40 1
20.305 9 15 40 1
20.31 9 15 40 1
20.315 9 15 40 1
20.32 9 15 40 1
20.325 9 15 40 1
20.33 9 15 40 1
20.335 9 15 40 1
20.34 9 15 40 1
20.345 9 15 40 1
20.35 9 15 40 1
20.355 9 15 40 1
20.36 9 15 40 1
20.365 9 15 40 1
20.37 9 15 40 1
20.375 9 15 40 1
20.38 9 15 40 1
20.385 9 15 40 1
20.39 9 15 40 1
20.395 9 15 40 1
20.4 9 15 40 1
20.405 9 15 40 1
20.41 9 15 40 1
20.415 9 15 40 1
20.42 9 15 40 1
20.425 9 15 40 1
20.43 9 15 40 1
20.435 9 15 40 1
20.44 9 15 40 1
20.445 9 15 40 1
20.45 9 15 40 1
20.455 9 15 40 1
20.46 9 15 40 1
20.465 9 15 40 1
20.47 9 15 40 1
20.475 9 15 40 1
20.48 9 15 40 1
20.485 9 15 40 1
20.49 9 15 40 1
20.495 9 15 40 1
20.5 9 15 40 1
20.505 9 15 40 1
20.51 9 15 40 1
20.515 9 15 40 1
20.52 9 15 40 1
20.525 9 15 40 1
20.53 9 15 40 1
20.535 9 15 40 1
20.54 9 15 40 1
20.545 9 15 40 1
20.55 9 15 40 1
20.555 9 15 40 1
20.56 9 15 40 1
20.565 9 15 40 1
20.57 9 15 40 1
20.575 9 15 40 1
20.58 9 15 40 1
20.585 9 15 40 1
20.59 9 15 40 1
20.595 9 15 40 1
20.6 9 15 40 1
20.605 9 15 40 1
20.61 9 15 40 1
20.615 9 15 40 1
20.62 9 15 40 1
20.625 9 15 40 1
20.63 9 15 40 1
20.635 9 15 40 1
20.64 9 15 40 1
20.645 9 15 40 1
20.65 9 15 40 1
20.655 9 15 40 1
20.66 9 15 40 1
20.665 9 15 40 1
20.67 9 15 40 1
20.675 9 15 40 1
20.68 9 15 40 1
20.685 9 15 40 1
20.69 9 15 40 1
20.695 9 15 40 1
20.7 9 15 40 1
20.705 9 15 40 1
20.71 9 15 40 1
20.715 9 15 40 1
20.72 9 15 40 1
20.725 9 15 40 1
20.73 9 15 40 1
20.735 9 15 40 1
20.74 9 15 40 1
20.745 9 15 40 1
20.75 9 15 40 1
20.755 9 15 40 1
20.76 9 15 40 1
20.765 9 15 40 1
20.77 9 15 40 1
20.775 9 15 40 1
20.78 9 15 40 1
20.785 9 15 40 1
20.79 9 15 40 1
20.795 9 15 40 1
20.8 9 15 40 1
20.805 9 15 40 1
20.81 9 15 40 1
20.815 9 15 40 1
20.82 9 15 40 1
20.825 9 15 40 1
20.83 9 15 40 1
20.835 9 15 40 1
20.84 9 15 40 1
20.845 9 15 40 1
20.85 9 15 40 1
20.855 9 15 40 1
20.86 9 15 40 1
20.865 9 15 40 1
20.87 9 15 40 1
20.875 9 15 40 1
20.88 9 15 40 1
20.885 9 15 40 1
20.89 9 15 40 1
20.895 9 15 40 1
20.9 9 15 40 1
20.905 9 15 40 1
20.91 9 15 40 1
20.915 9 15 40 1
20.92 9 15 40 1
20.925 9 15 40 1
20.93 9 15 40 1
20.935 9 15 40 1
20.94 9 15 40 1
20.945 9 15 40 1
20.95 9 15 40 1
20.955 9 15 40 1
20.96 9 15 40 1
20.965 9 15 40 1
20.97 9 15 40 1
20.975 9 15 40 1
20.98 9 15 40 1
20.985 9 15 40 1
20.99 9 15 40 1
20.995 9 15 40 1
21 9 15 40 1
21.005 9 15 40 1
21.01 9 15 40 1
21.015 9 15 40 1
21.02 9 15 40 1
21.025 9 15 40 1
21.03 9 15 40 1
21.035 9 15 40 1
21.04 9 15 40 1
21.045 9 15 40 1
21.05 9 15 40 1
21.055 9 15 40 1
21.06 9 15 40 1
21.065 9 15 40 1
21.07 9 15 40 1
21.075 9 15 40 1
21.08 9 15 40 1
21.085 9 15 40 1
21.09 9 15 40 1
21.095 9 15 40 1
21.1 9 15 40 1
21.105 9 15 40 1
21.11 9 15 40 1
21.115 9 15 40 1
21.12 9 15 40 1
21.125 9 15 40 1
21.13 9 15 40 1
21.135 9 15 40 1
21.14 9 15 40 1
21.145 9 15 40 1
21.15 9 15 40 1
21.155 9 15 40 1
21.16 9 15 40 1
21.165 9 15 40 1
21.17 9 15 40 1
21.175 9 15 40 1
21.18 9 15 40 1
21.185 9 15 40 1
21.19 9 15 40 1
21.195 9 15 40 1
21.2 9 15 40 1
21.205 9 15 40 1
21.21 9 15 40 1
21.215 9 15 40 1
21.22 9 15 40 1
21.225 9 15 40 1
21.23 9 15 40 1
21.235 9 15 40 1
21.24 9 15 40 1
21.245 9 15 40 1
21.25 9 15 40 1
21.255 9 15 40 1
21.26 9 15 40 1
21.265 9 15 40 1
21.27 9 15 40 1
21.275 9 15 40 1
21.28 9 15 40 1
21.285 9 15 40 1
21.29 9 15 40 1
21.295 9 15 40 1
21.3 9 15 40 1
21.305 9 15 40 1
21.31 9 15 40 1
21.315 9 15 40 1
21.32 9 15 40 1
21.325 9 15 40 1
21.33 9 15 40 1
21.335 9 15 40 1
21.34 9 15 40 1
21.345 9 15 40 1
21.35 9 15 40 1
21.355 9 15 40 1
21.36 9 15 40 1
21.365 9 15 40 1
21.37 9 15 40 1
21.375 9 15 40 1
21.38 9 15 40 1
21.385 9 15 40 1
21.39 9 15 40 1
21.395 9 15 40 1
21.4 9 15 40 1
21.405 9 15 40 1
21.41 9 15 40 1
21.415 9 15 40 1
21.42 9 15 40 1
21.425 9 15 40 1
21.43 9 15 40 1
21.435 9 15 40 1
21.44 9 15 40 1
21.445 9 15 40 1
21.45 9 15 40 1
21.455 9 15 40 1
21.46 9 15 40 1
21.465 9 15 40 1
21.47 9 15 40 1
